		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 	In 	In Air		Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Index	Bar  	Rain	Rate	Rad.	Energy	Rad. 	Index	Dose	UV 	D-D 	D-D 	Temp	Hum	Dew	Heat	EMC	Density	ET 	Samp	Tx 	Recept	Int.
05/08/16	5:00 p	17.4	17.5	17.4	85	14.9	1.8	SW	3.22	3.1	SSW	17.4	17.7	17.7	---	758.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.019	0.000	21.8	60	13.7	21.6	11.02	1.1762	0.03	667	1	97.5	30
05/08/16	5:30 p	17.2	17.4	17.2	87	15.0	1.8	SW	3.22	4.0	SSW	17.2	17.5	17.5	---	758.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.024	0.000	21.8	61	13.9	21.6	11.20	1.1767	0.00	635	1	92.8	30
05/08/16	6:00 p	16.8	17.2	16.8	88	14.8	2.2	SSW	4.02	4.5	SSW	16.8	17.1	17.1	---	759.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.031	0.000	21.7	61	13.8	21.4	11.21	1.1779	0.03	668	1	97.7	30
05/08/16	6:30 p	17.0	17.0	16.8	87	14.8	0.9	SSE	1.61	2.2	SSW	17.0	17.3	17.3	---	759.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.028	0.000	21.6	61	13.7	21.3	11.22	1.1788	0.00	645	1	94.3	30
05/08/16	7:00 p	17.2	17.2	17.1	86	14.9	0.9	SSE	1.61	3.6	WSW	17.2	17.5	17.5	---	759.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.023	0.000	21.6	61	13.7	21.3	11.22	1.1790	0.03	652	1	95.3	30
05/08/16	7:30 p	17.2	17.3	17.2	85	14.6	1.3	S	2.41	4.5	SSW	17.2	17.4	17.4	---	759.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.024	0.000	21.4	61	13.6	21.2	11.23	1.1799	0.00	666	1	97.4	30
05/08/16	8:00 p	17.1	17.2	17.0	85	14.5	1.3	S	2.41	4.5	SSE	17.1	17.3	17.3	---	759.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.027	0.000	21.4	61	13.6	21.2	11.23	1.1803	0.03	662	1	96.8	30
05/08/16	8:30 p	17.0	17.1	16.9	85	14.5	1.8	SSE	3.22	4.5	S	17.0	17.2	17.2	---	760.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.028	0.000	21.4	61	13.6	21.2	11.23	1.1804	0.00	662	1	96.8	30
05/08/16	9:00 p	16.9	17.0	16.9	85	14.4	1.3	SSW	2.41	3.6	SSE	16.9	17.2	17.2	---	760.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.029	0.000	21.4	60	13.4	21.1	11.04	1.1809	0.03	670	1	98.0	30
05/08/16	9:30 p	16.9	17.0	16.9	86	14.6	0.9	SSE	1.61	3.1	SSE	16.9	17.2	17.2	---	760.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.029	0.000	21.4	60	13.4	21.1	11.04	1.1810	0.00	657	1	96.1	30
05/08/16	10:00 p	16.9	16.9	16.9	86	14.5	0.9	SSE	1.61	3.1	SW	16.9	17.1	17.1	---	760.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.030	0.000	21.4	60	13.4	21.1	11.04	1.1808	0.03	658	1	96.2	30
05/08/16	10:30 p	16.8	16.9	16.8	86	14.5	0.4	SSE	0.80	2.2	S	16.8	17.1	17.1	---	759.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.031	0.000	21.4	60	13.4	21.1	11.04	1.1805	0.00	658	1	96.2	30
05/08/16	11:00 p	16.9	16.9	16.8	87	14.7	0.4	SSW	0.80	2.2	SSE	16.9	17.2	17.2	---	759.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.030	0.000	21.4	60	13.4	21.1	11.04	1.1804	0.03	661	1	96.6	30
05/08/16	11:30 p	16.8	16.9	16.8	88	14.8	0.0	SW	0.00	1.8	SW	16.8	17.1	17.1	---	759.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.032	0.000	21.6	60	13.5	21.2	11.03	1.1796	0.00	619	1	90.5	30
06/08/16	12:00 a	16.9	16.9	16.8	87	14.7	0.0	SW	0.00	0.4	SW	16.9	17.2	17.2	---	759.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.030	0.000	21.4	60	13.4	21.1	11.04	1.1800	0.00	629	1	92.0	30
06/08/16	12:30 a	16.8	16.9	16.8	89	15.0	0.0	SW	0.00	0.9	SW	16.8	17.1	17.1	---	759.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.031	0.000	21.4	60	13.4	21.1	11.04	1.1795	0.00	624	1	91.2	30
06/08/16	1:00 a	16.7	16.8	16.7	89	14.9	0.0	WNW	0.00	0.4	SW	16.7	17.0	17.0	---	759.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.034	0.000	21.4	61	13.6	21.2	11.23	1.1788	0.00	646	1	94.4	30
06/08/16	1:30 a	16.7	16.7	16.6	90	15.0	0.0	---	0.00	0.0	---	16.7	16.9	16.9	---	758.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.035	0.000	21.4	61	13.6	21.2	11.23	1.1786	0.00	653	1	95.5	30
06/08/16	2:00 a	16.7	16.7	16.7	91	15.2	0.0	WNW	0.00	0.4	WNW	16.7	16.9	16.9	---	758.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.035	0.000	21.4	61	13.6	21.2	11.23	1.1784	0.00	666	1	97.4	30
06/08/16	2:30 a	16.4	16.7	16.4	91	15.0	0.0	NNE	0.00	0.9	NNE	16.4	16.7	16.7	---	758.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.039	0.000	21.4	62	13.8	21.1	11.34	1.1781	0.00	664	1	97.1	30
06/08/16	3:00 a	16.1	16.4	16.1	91	14.6	0.0	NNE	0.00	0.9	NNE	16.1	16.3	16.3	---	758.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.047	0.000	21.3	61	13.5	20.9	11.24	1.1789	0.00	656	1	95.9	30
06/08/16	3:30 a	15.1	16.1	15.1	93	14.0	0.0	NNE	0.00	0.9	NNE	15.1	15.3	15.3	---	758.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.067	0.000	21.2	61	13.3	20.8	11.25	1.1791	0.00	633	1	92.5	30
06/08/16	4:00 a	14.9	15.1	14.9	93	13.8	0.0	E	0.00	1.3	E	14.9	15.1	15.1	---	758.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.071	0.000	21.2	61	13.3	20.8	11.25	1.1796	0.00	673	1	98.4	30
06/08/16	4:30 a	14.8	15.0	14.6	94	13.9	0.0	SSW	0.00	1.3	SSW	14.8	15.0	15.0	---	758.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.073	0.000	21.2	61	13.3	20.8	11.25	1.1798	0.00	663	1	96.9	30
06/08/16	5:00 a	14.7	14.9	14.6	95	13.9	0.0	SE	0.00	0.4	SE	14.7	14.9	14.9	---	758.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.075	0.000	21.2	60	13.1	20.7	11.05	1.1800	0.00	660	1	96.5	30
06/08/16	5:30 a	15.1	15.1	14.7	95	14.3	0.0	---	0.00	0.0	---	15.1	15.3	15.3	---	758.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.067	0.000	21.2	61	13.3	20.8	11.25	1.1797	0.00	667	1	97.5	30
06/08/16	6:00 a	15.3	15.3	15.1	95	14.5	0.0	SE	0.00	0.4	SE	15.3	15.5	15.5	---	758.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.064	0.000	21.2	61	13.3	20.8	11.25	1.1801	0.00	668	1	97.7	30
06/08/16	6:30 a	15.6	15.6	15.3	94	14.6	0.0	---	0.00	0.0	---	15.6	15.8	15.8	---	759.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.058	0.000	21.2	61	13.3	20.8	11.25	1.1804	0.00	663	1	96.9	30
06/08/16	7:00 a	15.7	15.7	15.6	94	14.8	0.0	---	0.00	0.0	---	15.7	15.9	15.9	---	759.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.054	0.000	21.2	61	13.3	20.8	11.25	1.1808	0.00	666	1	97.4	30
06/08/16	7:30 a	15.9	15.9	15.7	93	14.8	0.0	---	0.00	0.0	---	15.9	16.2	16.2	---	759.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.050	0.000	21.3	61	13.5	20.9	11.24	1.1807	0.00	652	1	95.3	30
06/08/16	8:00 a	16.6	16.6	15.9	91	15.1	0.0	ESE	0.00	0.9	ESE	16.6	16.9	16.9	---	759.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.036	0.000	21.4	61	13.6	21.1	11.23	1.1805	0.00	688	1	100.0	30
06/08/16	8:30 a	18.2	18.2	16.6	84	15.4	0.4	NNE	0.80	1.8	NNE	18.2	18.6	18.6	---	760.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.003	0.000	21.8	61	14.0	21.7	11.20	1.1784	0.00	670	1	98.0	30
06/08/16	9:00 a	18.3	18.8	18.2	83	15.3	0.4	NW	0.80	2.2	NNE	18.3	18.7	18.7	---	760.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.001	0.000	22.1	60	14.0	22.0	11.01	1.1774	0.03	670	1	98.0	30
06/08/16	9:30 a	18.4	18.4	18.0	82	15.3	0.0	WNW	0.00	0.9	WNW	18.4	18.9	18.9	---	760.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.002	22.1	59	13.7	21.9	10.88	1.1782	0.00	642	1	93.9	30
06/08/16	10:00 a	17.9	18.7	17.9	85	15.3	1.3	WSW	2.41	3.1	SW	17.9	18.2	18.2	---	760.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.009	0.000	22.1	61	14.2	22.1	11.18	1.1773	0.03	657	1	96.1	30
06/08/16	10:30 a	18.0	18.0	17.8	84	15.3	1.3	WSW	2.41	3.6	WSW	18.0	18.4	18.4	---	760.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.007	0.000	22.2	60	14.1	22.2	11.01	1.1769	0.00	653	1	95.5	30
06/08/16	11:00 a	18.4	18.4	18.0	81	15.1	1.3	WSW	2.41	3.1	SW	18.4	18.8	18.8	---	760.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.001	22.3	60	14.2	22.3	11.01	1.1762	0.03	644	1	94.2	30
06/08/16	11:30 a	19.4	19.4	18.4	79	15.7	1.8	SW	3.22	4.0	WSW	19.4	19.9	19.9	---	759.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.022	22.9	58	14.2	23.1	10.62	1.1735	0.00	644	1	94.2	30
06/08/16	12:00 p	19.9	19.9	19.4	75	15.3	2.2	WSW	4.02	4.5	WSW	19.9	20.4	20.4	---	759.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.032	23.1	57	14.1	23.3	10.41	1.1721	0.00	669	1	97.8	30
06/08/16	12:30 p	19.7	20.3	19.6	76	15.3	2.7	WSW	4.83	5.4	WSW	19.7	20.2	20.2	---	759.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.028	23.0	57	14.0	23.2	10.41	1.1722	0.03	657	1	96.1	30
06/08/16	1:00 p	20.0	20.0	19.7	75	15.4	2.7	WSW	4.83	5.4	WSW	20.0	20.5	20.5	---	758.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.035	23.0	56	13.7	23.1	10.28	1.1720	0.05	643	1	94.0	30
06/08/16	1:30 p	20.2	20.2	19.7	75	15.6	2.7	SW	4.83	5.8	SW	20.2	20.7	20.7	---	758.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.038	22.7	57	13.8	22.8	10.43	1.1728	0.00	595	1	87.0	30
06/08/16	2:00 p	20.0	20.2	19.7	74	15.2	2.7	SW	4.83	6.3	WSW	20.0	20.4	20.4	---	758.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.035	23.3	56	14.0	23.4	10.27	1.1698	0.05	666	1	97.4	30
06/08/16	2:30 p	20.1	20.1	19.7	76	15.7	3.1	SW	5.63	5.8	SW	20.1	20.7	20.7	---	757.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.037	23.6	55	14.0	23.7	10.06	1.1683	0.00	654	1	95.6	30
06/08/16	3:00 p	19.8	20.3	19.8	74	15.1	3.1	SW	5.63	6.3	SSW	19.8	20.3	20.3	---	757.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.031	23.9	55	14.3	24.2	10.05	1.1663	0.05	664	1	97.1	30
06/08/16	3:30 p	19.8	20.1	19.8	75	15.2	3.6	SSW	6.44	6.3	SSW	19.4	20.2	19.8	---	757.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.030	23.6	55	14.0	23.7	10.06	1.1679	0.00	651	1	95.2	30
06/08/16	4:00 p	19.2	19.8	19.1	78	15.2	3.1	SSW	5.63	5.8	SSW	19.2	19.6	19.6	---	757.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.017	23.4	55	13.8	23.5	10.07	1.1686	0.05	654	1	95.6	30
06/08/16	4:30 p	18.8	19.2	18.8	79	15.1	2.7	SSW	4.83	5.4	SSW	18.8	19.3	19.3	---	757.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.010	23.2	56	13.9	23.3	10.28	1.1697	0.00	663	1	96.9	30
06/08/16	5:00 p	18.3	18.8	18.3	82	15.2	2.7	SSW	4.83	4.9	SSW	18.3	18.7	18.7	---	757.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.001	0.000	22.8	57	13.8	22.9	10.43	1.1716	0.03	660	1	96.5	30
06/08/16	5:30 p	17.8	18.3	17.8	84	15.1	2.2	SSW	4.02	4.5	SW	17.8	18.2	18.2	---	758.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.010	0.000	22.6	58	13.9	22.7	10.64	1.1723	0.00	619	1	90.5	30
06/08/16	6:00 p	17.8	17.9	17.8	85	15.2	2.2	SSW	4.02	4.5	SSW	17.8	18.1	18.1	---	758.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.012	0.000	22.4	58	13.8	22.4	10.65	1.1734	0.03	663	1	96.9	30
06/08/16	6:30 p	17.5	17.8	17.5	87	15.3	1.8	SSW	3.22	4.0	SSW	17.5	17.8	17.8	---	758.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.017	0.000	22.4	59	14.0	22.4	10.85	1.1729	0.00	659	1	96.3	30
06/08/16	7:00 p	17.6	17.6	17.5	86	15.2	0.9	SSW	1.61	2.2	SSW	17.6	17.9	17.9	---	758.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.016	0.000	22.4	59	14.0	22.4	10.85	1.1730	0.03	664	1	97.1	30
06/08/16	7:30 p	17.6	17.6	17.6	86	15.2	0.0	SSW	0.00	1.8	SSW	17.6	17.9	17.9	---	758.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.016	0.000	22.3	59	13.9	22.3	10.86	1.1736	0.00	652	1	95.3	30
06/08/16	8:00 p	17.6	17.6	17.6	86	15.2	0.0	---	0.00	0.0	---	17.6	17.9	17.9	---	758.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.015	0.000	22.3	59	13.9	22.3	10.86	1.1739	0.00	652	1	95.3	30
06/08/16	8:30 p	17.5	17.7	17.5	86	15.1	0.0	---	0.00	0.0	---	17.5	17.8	17.8	---	758.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.017	0.000	22.3	59	13.9	22.3	10.86	1.1740	0.00	654	1	95.6	30
06/08/16	9:00 p	17.1	17.5	17.1	88	15.1	0.0	---	0.00	0.0	---	17.1	17.4	17.4	---	758.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.025	0.000	22.2	59	13.8	22.1	10.87	1.1748	0.00	646	1	94.4	30
06/08/16	9:30 p	16.4	17.2	16.4	91	14.9	0.0	N	0.00	0.4	N	16.4	16.7	16.7	---	758.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.041	0.000	22.1	59	13.7	21.9	10.88	1.1754	0.00	659	1	96.3	30
06/08/16	10:00 p	15.7	16.4	15.7	91	14.3	0.0	---	0.00	0.0	---	15.7	15.9	15.9	---	758.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.054	0.000	22.1	59	13.7	21.9	10.88	1.1756	0.00	651	1	95.2	30
06/08/16	10:30 p	15.2	15.7	15.2	93	14.0	0.0	N	0.00	0.9	N	15.2	15.3	15.3	---	758.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.066	0.000	22.1	59	13.7	21.9	10.88	1.1758	0.00	664	1	97.1	30
06/08/16	11:00 p	14.4	15.2	14.4	94	13.4	0.0	---	0.00	0.0	---	14.4	14.6	14.6	---	758.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.082	0.000	21.9	58	13.3	21.7	10.69	1.1766	0.00	669	1	97.8	30
06/08/16	11:30 p	14.1	14.3	13.9	95	13.3	0.0	---	0.00	0.0	---	14.1	14.2	14.2	---	758.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.089	0.000	21.8	59	13.5	21.6	10.90	1.1768	0.00	643	1	94.0	30
07/08/16	12:00 a	13.4	14.1	13.4	95	12.7	0.0	---	0.00	0.0	---	13.4	13.6	13.6	---	758.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.102	0.000	21.8	58	13.1	21.4	10.70	1.1771	0.00	625	1	91.4	30
07/08/16	12:30 a	13.6	13.6	13.4	96	12.9	0.0	---	0.00	0.0	---	13.6	13.7	13.7	---	758.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.100	0.000	21.7	58	13.0	21.3	10.71	1.1775	0.00	654	1	95.6	30
07/08/16	1:00 a	12.9	13.6	12.9	94	11.9	0.0	---	0.00	0.0	---	12.9	13.0	13.0	---	758.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.113	0.000	21.7	57	12.8	21.2	10.51	1.1776	0.00	656	1	95.9	30
07/08/16	1:30 a	13.1	13.1	12.8	96	12.5	0.0	---	0.00	0.0	---	13.1	13.2	13.2	---	758.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.109	0.000	21.6	56	12.4	21.0	10.33	1.1782	0.00	649	1	94.9	30
07/08/16	2:00 a	13.5	13.5	12.9	97	13.0	0.0	N	0.00	0.4	N	13.5	13.7	13.7	---	757.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.101	0.000	21.6	56	12.4	21.0	10.33	1.1779	0.00	644	1	94.2	30
07/08/16	2:30 a	13.3	13.8	13.3	95	12.5	0.4	NNE	0.80	0.9	N	13.3	13.4	13.4	---	757.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.105	0.000	21.4	57	12.6	20.9	10.53	1.1778	0.00	646	1	94.4	30
07/08/16	3:00 a	13.1	13.7	13.1	95	12.3	0.4	E	0.80	1.3	E	13.1	13.2	13.2	---	757.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.109	0.000	21.4	57	12.6	20.9	10.53	1.1779	0.00	620	1	90.6	30
07/08/16	3:30 a	13.5	13.6	13.1	96	12.9	0.0	E	0.00	0.9	ENE	13.5	13.6	13.6	---	757.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.101	0.000	21.4	57	12.5	20.8	10.53	1.1782	0.00	608	1	88.9	30
07/08/16	4:00 a	13.1	13.4	13.0	96	12.4	0.0	E	0.00	0.4	E	13.1	13.2	13.2	---	757.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.110	0.000	21.3	57	12.4	20.7	10.54	1.1787	0.00	640	1	93.6	30
07/08/16	4:30 a	12.4	13.1	12.4	95	11.7	0.0	---	0.00	0.0	---	12.4	12.6	12.6	---	757.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.123	0.000	21.3	56	12.1	20.7	10.34	1.1794	0.00	638	1	93.3	30
07/08/16	5:00 a	12.2	12.4	12.1	96	11.5	0.0	E	0.00	0.4	E	12.2	12.3	12.3	---	758.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.128	0.000	21.1	55	11.7	20.4	10.15	1.1807	0.00	629	1	92.0	30
07/08/16	5:30 a	12.4	12.4	12.0	97	11.9	0.0	E	0.00	0.9	E	12.4	12.6	12.6	---	758.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.124	0.000	21.0	56	11.9	20.4	10.35	1.1812	0.00	626	1	91.5	30
07/08/16	6:00 a	13.2	13.2	12.4	97	12.7	0.0	E	0.00	0.9	E	13.2	13.3	13.3	---	758.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.108	0.000	21.1	57	12.3	20.5	10.55	1.1807	0.00	638	1	93.3	30
07/08/16	6:30 a	13.5	13.6	13.2	97	13.0	0.4	SE	0.80	1.3	SE	13.5	13.7	13.7	---	758.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.101	0.000	21.2	57	12.3	20.6	10.55	1.1807	0.00	658	1	96.2	30
07/08/16	7:00 a	14.1	14.1	13.5	97	13.6	0.0	SE	0.00	0.9	SE	14.1	14.3	14.3	---	758.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.088	0.000	21.3	57	12.4	20.7	10.54	1.1803	0.00	658	1	96.2	30
07/08/16	7:30 a	14.8	14.8	14.1	96	14.2	0.0	SE	0.00	0.4	SE	14.8	15.1	15.1	---	758.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.073	0.000	21.4	58	12.8	20.9	10.73	1.1799	0.00	656	1	95.9	30
07/08/16	8:00 a	16.1	16.1	14.8	95	15.3	0.0	---	0.00	0.0	---	16.1	16.4	16.4	---	759.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.046	0.000	21.7	58	13.0	21.3	10.71	1.1791	0.00	658	1	96.2	30
07/08/16	8:30 a	16.9	16.9	16.1	92	15.6	0.0	WSW	0.00	1.3	WSW	16.9	17.2	17.2	---	759.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.030	0.000	22.1	58	13.4	21.8	10.68	1.1774	0.00	666	1	97.4	30
07/08/16	9:00 a	17.4	17.4	16.9	90	15.7	0.4	WSW	0.80	1.8	SW	17.4	17.8	17.8	---	759.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.020	0.000	22.1	58	13.5	21.9	10.68	1.1774	0.00	663	1	96.9	30
07/08/16	9:30 a	17.2	17.4	17.2	90	15.6	0.9	WSW	1.61	2.2	W	17.2	17.6	17.6	---	759.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.023	0.000	22.1	58	13.5	21.9	10.68	1.1777	0.00	659	1	96.3	30
07/08/16	10:00 a	17.2	17.3	17.2	89	15.4	0.9	WSW	1.61	2.2	WSW	17.2	17.6	17.6	---	759.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.023	0.000	22.1	59	13.7	21.9	10.88	1.1777	0.00	666	1	97.4	30
07/08/16	10:30 a	17.5	17.5	17.2	87	15.3	1.3	W	2.41	2.7	WSW	17.5	17.8	17.8	---	759.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.017	0.000	22.1	59	13.7	21.9	10.88	1.1777	0.00	659	1	96.3	30
07/08/16	11:00 a	17.6	17.7	17.5	89	15.8	1.8	WSW	3.22	3.6	SW	17.6	18.0	18.0	---	759.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.015	0.000	22.1	59	13.7	21.9	10.88	1.1774	0.03	661	1	96.6	30
07/08/16	11:30 a	17.6	17.6	17.4	86	15.2	1.8	SW	3.22	3.6	SW	17.6	17.9	17.9	---	759.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.016	0.000	22.1	59	13.7	21.9	10.88	1.1773	0.00	671	1	98.1	30
07/08/16	12:00 p	17.9	17.9	17.5	85	15.3	1.3	SW	2.41	3.1	SSW	17.9	18.2	18.2	---	759.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.009	0.000	22.1	59	13.7	21.9	10.88	1.1765	0.03	663	1	96.9	30
07/08/16	12:30 p	18.1	18.1	17.8	83	15.2	1.3	WSW	2.41	3.1	SW	18.1	18.5	18.5	---	759.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.005	0.000	22.2	59	13.8	22.1	10.87	1.1756	0.00	659	1	96.3	30
07/08/16	1:00 p	18.5	18.5	18.1	81	15.2	0.9	WSW	1.61	2.7	WSW	18.5	18.9	18.9	---	758.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.003	22.4	58	13.8	22.4	10.65	1.1745	0.03	670	1	98.0	30
07/08/16	1:30 p	18.1	18.6	18.1	81	14.8	1.3	WSW	2.41	3.1	SSW	18.1	18.4	18.4	---	758.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.005	0.000	22.2	58	13.6	22.1	10.67	1.1755	0.00	655	1	95.8	30
07/08/16	2:00 p	17.9	18.1	17.9	81	14.6	1.8	WSW	3.22	3.1	SW	17.9	18.3	18.3	---	758.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.008	0.000	22.2	58	13.6	22.1	10.67	1.1751	0.03	661	1	96.6	30
07/08/16	2:30 p	18.3	18.3	17.9	80	14.8	0.9	WSW	1.61	2.7	SW	18.3	18.7	18.7	---	758.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.000	22.3	58	13.7	22.2	10.66	1.1742	0.00	664	1	97.1	30
07/08/16	3:00 p	18.3	18.4	18.2	80	14.8	0.9	WSW	1.61	2.7	WSW	18.3	18.7	18.7	---	758.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.000	22.3	58	13.7	22.2	10.66	1.1740	0.03	682	1	99.7	30
07/08/16	3:30 p	18.3	18.4	18.3	81	15.0	0.4	W	0.80	2.2	WSW	18.3	18.7	18.7	---	758.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.000	22.3	58	13.7	22.2	10.66	1.1739	0.00	672	1	98.2	30
07/08/16	4:00 p	18.3	18.3	18.2	82	15.2	0.4	WSW	0.80	1.8	W	18.3	18.7	18.7	---	758.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.001	0.000	22.2	58	13.6	22.1	10.67	1.1744	0.03	674	1	98.5	30
07/08/16	4:30 p	18.2	18.4	18.2	83	15.3	0.4	WNW	0.80	1.8	WNW	18.2	18.6	18.6	---	758.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.002	0.000	22.1	58	13.5	21.9	10.68	1.1749	0.00	679	1	99.3	30
07/08/16	5:00 p	17.8	18.2	17.8	85	15.3	0.4	W	0.80	1.8	WSW	17.8	18.2	18.2	---	758.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.010	0.000	21.9	59	13.6	21.7	10.89	1.1756	0.03	680	1	99.4	30
07/08/16	5:30 p	17.4	17.8	17.4	87	15.2	0.9	WSW	1.61	2.2	WSW	17.4	17.7	17.7	---	758.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.020	0.000	21.8	59	13.5	21.6	10.90	1.1765	0.00	672	1	98.2	30
